"eventID","measurementType","measurementTypeID","measurementValue","measurementUnit","measurementUnitID","measurementRemarks"
"GB299_20101020_LII10GOM4071","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101020_LII10GOM4072","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101020_LII10GOM4072","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101020_LII10GOM4072","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101020_LII10GOM4073","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101020_LII10GOM4073","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101020_LII10GOM4073","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101020_LII10GOM4074","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101020_LII10GOM4074","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101020_LII10GOM4074","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101019_LII10GOM4075","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101019_LII10GOM4075","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101019_LII10GOM4075","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101019_LII10GOM4076","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101019_LII10GOM4076","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101019_LII10GOM4076","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101019_LII10GOM4077","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101019_LII10GOM4077","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101019_LII10GOM4077","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101019_LII10GOM4078","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101019_LII10GOM4078","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101019_LII10GOM4078","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101019_LII10GOM4079","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101019_LII10GOM4079","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101019_LII10GOM4079","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20101019_LII10GOM4080","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20101019_LII10GOM4080","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20101019_LII10GOM4080","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC140_20101021_LII10GOM4103","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC140_20101021_LII10GOM4103","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC140_20101021_LII10GOM4103","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC140_20101021_LII10GOM4104","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC140_20101021_LII10GOM4104","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC140_20101021_LII10GOM4104","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC140_20101021_LII10GOM4105","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC140_20101021_LII10GOM4105","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC140_20101021_LII10GOM4105","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC140_20101021_LII10GOM4106","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC140_20101021_LII10GOM4106","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC140_20101021_LII10GOM4106","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC140_20101021_LII10GOM4107","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC140_20101021_LII10GOM4107","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC140_20101021_LII10GOM4107","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC140_20101021_LII10GOM4108","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC140_20101021_LII10GOM4108","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC140_20101021_LII10GOM4108","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC249_20101023_LII10GOM4109","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC249_20101023_LII10GOM4109","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC249_20101023_LII10GOM4109","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC249_20101023_LII10GOM4110","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC249_20101023_LII10GOM4110","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC249_20101023_LII10GOM4110","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC249_20101023_LII10GOM4111","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC249_20101023_LII10GOM4111","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC249_20101023_LII10GOM4111","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC249_20101023_LII10GOM4114","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC249_20101023_LII10GOM4114","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC249_20101023_LII10GOM4114","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC249_20101023_LII10GOM4115","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC249_20101023_LII10GOM4115","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC249_20101023_LII10GOM4115","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC249_20101023_LII10GOM4116","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC249_20101023_LII10GOM4116","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC249_20101023_LII10GOM4116","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC249_20101023_LII10GOM4118","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
